gene_symbol,gene_id_base,cohort,hpa_liver_ntpm,rna_liver_primary,hpa_log10,ag_log10
TSPAN6,ENSG00000000003,,65.6,0.2037721332148652,1.8175653695597809,-0.6906421328196919
TNMD,ENSG00000000005,,0.0,0.0003521616196198,-1.0,-3.344706304208123
DPM1,ENSG00000000419,,58.2,0.1451111434623915,1.765668554759014,-0.8380000547204393
SCYL3,ENSG00000000457,,10.6,0.0362107608255362,1.0293837776852095,-1.4399646511457598
FIRRM,ENSG00000000460,,2.5,0.0712678830201334,0.414973347970818,-1.14649718549486
FGR,ENSG00000000938,,10.2,0.0638204324466928,1.0128372247051722,-1.1943602955123207
CFH,ENSG00000000971,top500,1585.8,0.4510228514562523,3.200275799111851,-0.3457051733234938
FUCA2,ENSG00000001036,,48.9,0.5649470232590371,1.6901960800285136,-0.2479154086546508
GCLC,ENSG00000001084,,142.2,0.1812145550092299,2.153204900084284,-0.7415673315555089
NFYA,ENSG00000001167,,12.2,0.0682464819952397,1.0899051114393978,-1.1652838350007035
STPG1,ENSG00000001460,,1.6,0.0113710247754236,0.2304489213782739,-1.9403977822354903
NIPAL3,ENSG00000001461,,3.2,0.0282745827717214,0.5185139398778875,-1.5470705157467075
LAS1L,ENSG00000001497,,11.5,0.1111186166649052,1.0644579892269184,-0.95382251097225
ENPP4,ENSG00000001561,,7.6,0.0149797779326139,0.8864907251724818,-1.821605053913891
SEMA3F,ENSG00000001617,,4.6,0.0205691378334904,0.6720978579357174,-1.6846776386105846
CFTR,ENSG00000001626,,1.6,0.010993554116805,0.2304489213782739,-1.9549292937035043
ANKIB1,ENSG00000001629,,9.9,0.0550248795349188,1.0,-1.258652346592172
CYP51A1,ENSG00000001630,,188.9,0.2008543132911332,2.2764618041732443,-0.6969026676583897
KRIT1,ENSG00000001631,,7.8,0.0891945841385155,0.8976270912904414,-1.049174880978024
RAD52,ENSG00000002016,,6.1,0.0239852352022359,0.7923916894982538,-1.6182491082644557
BAD,ENSG00000002330,,95.2,0.4468889046557533,1.9790929006383264,-0.3497032569722825
LAP3,ENSG00000002549,,178.0,0.6517254537734788,2.2506639194632436,-0.1858686843472095
CD99,ENSG00000002586,,235.2,0.1668883625194176,2.371621927176021,-0.7773137939404822
HS3ST1,ENSG00000002587,,0.3,0.0041238892248354,-0.3979400086720376,-2.374287480074993
AOC1,ENSG00000002726,middle500,5.4,0.0006122448001564,0.7403626894942439,-3.1473707127050186
WNT16,ENSG00000002745,,0.2,0.0002112049883473,-0.5228787452803375,-3.506953450260937
HECW1,ENSG00000002746,,0.1,0.0005894323430662,-0.6989700043360187,-3.1615083465652973
MAD1L1,ENSG00000002822,,6.2,0.15655611798454,0.7993405494535817,-0.8050526396903988
LASP1,ENSG00000002834,,74.0,0.174563053775944,1.869818207979328,-0.7577989509882205
SNX11,ENSG00000002919,,12.9,0.0325855782933208,1.1139433523068367,-1.4856438268254493
TMEM176A,ENSG00000002933,top500,1277.5,2.4459760863413704,3.1063949031304263,0.3884699618434709
M6PR,ENSG00000003056,,73.8,0.8996701325156993,1.8686444383948255,-0.0458684271505651
KLHL13,ENSG00000003096,,4.4,0.0175709247113945,0.6532125137753437,-1.7527407234673102
CYP26B1,ENSG00000003137,,0.9,0.0025046621313119,0.0,-2.5842486040433092
ICA1,ENSG00000003147,,8.3,0.0086925306064848,0.9242792860618816,-2.055886111244819
DBNDD1,ENSG00000003249,,6.9,0.009287759263168,0.8450980400142568,-2.0274380558457343
ALS2,ENSG00000003393,,8.3,0.0371237127761349,0.9242792860618816,-1.429180311544554
CASP10,ENSG00000003400,,5.8,0.0258990698627861,0.7708520116421441,-1.5850421889786128
CFLAR,ENSG00000003402,,55.2,0.3104842323109993,1.7427251313046983,-0.5078205962383261
TFPI,ENSG00000003436,,254.3,0.2953201408969664,2.4055171069763763,-0.5295598990639105
NDUFAF7,ENSG00000003509,,9.9,0.0498769637344678,1.0,-1.3012301322315991
RBM5,ENSG00000003756,,56.4,0.1533996775435361,1.7520484478194385,-0.8138925325073813
MTMR7,ENSG00000003987,,1.3,0.0004501925264769,0.146128035678238,-3.2594853131318797
SLC7A2,ENSG00000003989,,165.3,0.080809763994831,2.218535505216528,-1.0919990656163734
ARF5,ENSG00000004059,,153.7,0.4974121386375386,2.186956335465412,-0.3031963185785803
SARM1,ENSG00000004139,,3.2,2.594155225695783,0.5185139398778875,0.4140127002209625
POLDIP2,ENSG00000004142,,162.5,0.3121704640495763,2.2111205412580492,-0.5054690913602582
PLXND1,ENSG00000004399,,17.0,0.2504615275192229,1.2329961103921538,-0.6010856119882612
AK2,ENSG00000004455,,156.1,0.1896826981332083,2.1936810295412816,-0.721743383309053
CD38,ENSG00000004468,,3.1,0.027304739432862,0.505149978319906,-1.5621743228896527
FKBP4,ENSG00000004478,,55.7,0.5417267356744798,1.7466341989375789,-0.2661395691267269
KDM1A,ENSG00000004487,,14.7,0.1642335330626572,1.1702617153949573,-0.7842738076049648
RBM6,ENSG00000004534,,80.0,0.2103844992689199,1.9036325160842376,-0.6767798814427823
CAMKK1,ENSG00000004660,,0.9,0.0008525675168725,0.0,-3.0211042322759907
RECQL,ENSG00000004700,,14.7,0.0918292260929659,1.1702617153949573,-1.0365463959799872
VPS50,ENSG00000004766,,2.8,0.0467493372599919,0.4623979978989561,-1.3292965483485455
HSPB6,ENSG00000004776,,40.5,0.106629022102023,1.608526033577194,-0.971717469751469
ARHGAP33,ENSG00000004777,,4.6,0.0190847863967787,0.6720978579357174,-1.7170430318691967
NDUFAB1,ENSG00000004779,,172.8,0.5106697165245309,2.2377949932739227,-0.2917748599132622
PDK4,ENSG00000004799,,208.9,0.3852081523729763,2.3201462861110542,-0.414191802061117
SLC22A16,ENSG00000004809,,0.0,0.0095156774045576,-1.0,-2.017020115201009
ZMYND10,ENSG00000004838,,1.0,0.0299304986457222,0.041392685158225,-1.5224374564361296
ABCB5,ENSG00000004846,bottom500,0.0,0.0012036417771168,-1.0,-2.8848417303788985
ARX,ENSG00000004848,bottom500,0.0,7.603049407370396e-05,-1.0,-3.754412092067755
SLC25A13,ENSG00000004864,,140.4,0.0575492134441745,2.1476763242410986,-1.239206613767115
ST7,ENSG00000004866,,38.6,0.0660274051769787,1.5877109650189114,-1.179618518569712
CDC27,ENSG00000004897,,21.0,0.107702404322708,1.3242824552976926,-0.9673715529485336
SLC4A1,ENSG00000004939,,1.5,0.5361710541715972,0.2041199826559248,-0.2706156439334648
CALCR,ENSG00000004948,bottom500,0.0,0.0012465367646284,-1.0,-2.870781784504776
HCCS,ENSG00000004961,,21.4,0.0730168229595194,1.3324384599156054,-1.1359826876397294
DVL2,ENSG00000004975,,10.3,0.2869024454509478,1.0170333392987805,-0.5421144027735767
PRSS22,ENSG00000005001,,0.5,0.0019607259245983,-0.2218487496163564,-2.6859797653045607
UPF1,ENSG00000005007,,15.9,0.0891900237151741,1.2041199826559248,-1.049197061687958
SKAP2,ENSG00000005020,,11.1,0.0318783273041157,1.0492180226701815,-1.4951442567120856
SLC25A5,ENSG00000005022,,314.0,4.166313798042434,2.497067936398505,0.6197624008210325
MCUB,ENSG00000005059,,2.0,0.0190770686700683,0.3222192947339193,-1.71721777660782
HOXA11,ENSG00000005073,,0.0,4.388456496111424e-05,-1.0,-3.841985791968538
POLR2J,ENSG00000005075,,92.6,0.0616204438312549,1.967079734144497,-1.2095709595892543
DHX33,ENSG00000005100,,7.6,0.0335196815215415,0.8864907251724818,-1.473406404938554
MEOX1,ENSG00000005102,,0.1,0.0058033683841689,-0.6989700043360187,-2.2289001149289187
THSD7A,ENSG00000005108,,0.6,0.0039070285002448,-0.1549019599857432,-2.397177568609219
LIG3,ENSG00000005156,,5.9,0.0147504742856841,0.7781512503836436,-1.8282596758843992
RPAP3,ENSG00000005175,,14.4,0.0091243500803912,1.1613680022349748,-2.035064223157305
ACSM3,ENSG00000005187,,166.3,0.2419334131310922,2.2211533219547053,-0.616124674776732
REXO5,ENSG00000005189,,1.7,0.0420479134381895,0.255272505103306,-1.375223920557879
CIAPIN1,ENSG00000005194,,25.9,0.1310629702047398,1.414973347970818,-0.8821887572289379
SPPL2B,ENSG00000005206,,31.6,0.1589964172457353,1.5010592622177514,-0.7983396002901049
ATOSB,ENSG00000005238,,10.9,0.0101546226000275,1.0413926851582251,-1.9890803183030783
COPZ2,ENSG00000005243,,31.6,0.0328521850873239,1.5010592622177514,-1.482115781679895
PRKAR2B,ENSG00000005249,,1.8,0.0666535745462458,0.278753600952829,-1.1755254735717062
MSL3,ENSG00000005302,,10.5,0.0963865402667887,1.0253058652647702,-1.0155332658848206
CREBBP,ENSG00000005339,,13.4,0.1164831809676568,1.130333768495006,-0.9333640991464972
TSPOAP1,ENSG00000005379,,12.4,0.0267333608165061,1.0969100130080565,-1.5713249295399616
MPO,ENSG00000005381,,1.6,0.2162665332633234,0.2304489213782739,-0.6648099133578518
PON1,ENSG00000005421,top500,498.0,0.3207288683429118,2.697316541732383,-0.4937265605937584
GCFC2,ENSG00000005436,,28.5,0.0705176464624229,1.4563660331290431,-1.1510867606530577
WDR54,ENSG00000005448,,2.0,0.0515538302586097,0.3222192947339193,-1.286897468945869
CROT,ENSG00000005469,,32.7,0.1204427112817843,1.5158738437116792,-0.9188590444802242
ABCB4,ENSG00000005471,,115.1,0.355027084458642,2.061452479087193,-0.4496162041208791
KMT2E,ENSG00000005483,,5.6,0.1487237789586594,0.7558748556724914,-0.827327671979245
RHBDD2,ENSG00000005486,,97.1,0.3163775585695454,1.9876662649262744,-0.499657080385822
SOX8,ENSG00000005513,,0.1,0.0011810053664128,-0.6989700043360187,-2.892449050896543
IBTK,ENSG00000005700,,20.8,0.1788656849429317,1.320146286111054,-0.7472302330903988
ZNF195,ENSG00000005801,,11.4,0.0231622850088152,1.0606978403536116,-1.6333476276136398
MYCBP2,ENSG00000005810,,11.0,0.0632913216022385,1.0453229787866574,-1.1979701938254952
FBXL3,ENSG00000005812,,29.4,0.0800932465850534,1.469822015978163,-1.0958622039644752
ITGAL,ENSG00000005844,,9.9,0.0339079888648194,1.0,-1.4684190502412475
PDK2,ENSG00000005882,,47.5,0.2118925695110239,1.677606952720493,-0.6736793611321645
ITGA3,ENSG00000005884,,2.1,0.018833236863968,0.3424226808222063,-1.7227751318371527
ZFX,ENSG00000005889,,9.5,0.0524486845347877,0.9822712330395684,-1.2794381513090696
LAMP2,ENSG00000005893,,127.8,0.1693483357095898,2.106870544478654,-0.770962692366237
ITGA2B,ENSG00000005961,,0.7,0.0270617943222022,-0.0969100130080564,-1.566041543725435
ASB4,ENSG00000005981,,1.4,0.0057820534537029,0.1760912590556812,-2.230471033119884
GDE1,ENSG00000006007,,23.7,0.22304655283399,1.376576957056512,-0.6514098177490165
REX1BD,ENSG00000006015,,68.9,0.3900420007361936,1.8388490907372552,-0.4087772931999264
CRLF1,ENSG00000006016,,1.2,0.0765589059546303,0.1139433523068367,-1.1154373831152888
OSBPL7,ENSG00000006025,,2.1,0.1314063430142666,0.3424226808222063,-0.8810532991159858
TMEM98,ENSG00000006042,,25.7,0.121356843303047,1.4116197059632305,-0.9155780105004888
YBX2,ENSG00000006047,,1.6,0.0088532994531009,0.2304489213782739,-2.0480168898001265
KRT33A,ENSG00000006059,,0.0,1.800915516995494e-05,-1.0,-3.9280842987484728
MAP3K14,ENSG00000006062,,6.9,0.0238833975654874,0.8450980400142568,-1.6200892933212825
ABCC8,ENSG00000006071,bottom500,0.0,0.0023843239846055,-1.0,-2.604791767774351
CACNG3,ENSG00000006116,bottom500,0.0,6.241395796484588e-05,-1.0,-3.789376649930907
TMEM132A,ENSG00000006118,,2.0,0.3405242657476213,0.3222192947339193,-0.4677244165469156
AP2B1,ENSG00000006125,,32.8,0.1109553908076195,1.5171958979499742,-0.9544603552498748
TAC1,ENSG00000006128,,0.3,0.0007059567099796,-0.3979400086720376,-3.0936882846488634
ZNF263,ENSG00000006194,,16.8,0.1039881124244593,1.2278867046136737,-0.982598867062544
CX3CL1,ENSG00000006210,,13.9,0.0673986401455312,1.146128035678238,-1.1707049765503226
SPATA20,ENSG00000006282,,22.6,0.3181212711491148,1.3560258571931227,-0.4972707937845743
CACNA1G,ENSG00000006283,bottom500,0.0,0.0010598468158202,-1.0,-2.9355993654601624
TNFRSF12A,ENSG00000006327,,64.3,0.4255354474475175,1.808885867359812,-0.3709622106242051
DLX6,ENSG00000006377,,0.0,0.0004869221816666,-1.0,-3.2314194767986373
MAP3K9,ENSG00000006432,,2.0,0.0128703571075147,0.3222192947339193,-1.887048066499725
RALA,ENSG00000006451,,20.0,0.0411488662472228,1.3031960574204888,-1.384587983825369
BAIAP2L1,ENSG00000006453,,31.7,0.020657435470027,1.5024271199844328,-1.682826303521766
KDM7A,ENSG00000006459,,6.2,0.0388973313924954,0.7993405494535817,-1.4089651109521386
ETV1,ENSG00000006468,,3.6,0.0097990409548452,0.568201724066995,-2.004406878957417
AGK,ENSG00000006530,,11.3,0.0171470406660683,1.0569048513364727,-1.7632854126285509
ALDH3B1,ENSG00000006534,,3.9,0.0471601889032746,0.6020599913279624,-1.325504546785626
TTC22,ENSG00000006555,,6.2,0.0173969160930068,0.7993405494535817,-1.757038490845918
PHTF2,ENSG00000006576,,5.9,0.0488307426435236,0.7781512503836436,-1.3104181927105962
CCL26,ENSG00000006606,,0.4,0.0005597467572651,-0.3010299956639812,-3.180622735712436
FARP2,ENSG00000006607,,16.1,0.1088164117468761,1.209515014542631,-0.9629066749358296
USH1C,ENSG00000006611,,0.6,0.0041126417118559,-0.1549019599857432,-2.3754454763539927
GGCT,ENSG00000006625,,33.3,0.1970513226697318,1.5237464668115646,-0.7052003049400403
DBF4,ENSG00000006634,,0.1,0.0573632843630428,-0.6989700043360187,-1.2406095551630365
TBXA2R,ENSG00000006638,,5.9,0.0127428815974242,0.7781512503836436,-1.891337521325367
IFRD1,ENSG00000006652,,6.3,0.2126118112462545,0.8061799739838872,-0.6722083943631121
LGALS14,ENSG00000006659,,0.0,0.0002158388010037,-1.0,-3.5005345176884757
COX10,ENSG00000006695,,9.6,0.0354326488259296,0.9867717342662448,-1.449372416276341
GTF2IRD1,ENSG00000006704,,4.4,0.01882319888661,0.6532125137753437,-1.723005446085802
PAF1,ENSG00000006712,,44.7,0.2987587746109534,1.651278013998144,-0.5245339885866169
VPS41,ENSG00000006715,,24.7,0.0503451266626829,1.3944516808262162,-1.297180783158176
ARHGAP44,ENSG00000006740,,0.5,0.0076314626633019,-0.2218487496163564,-2.1117383370635654
ELAC2,ENSG00000006744,,30.4,0.1770594294437394,1.484299839346786,-0.7516357270655054
SCIN,ENSG00000006747,,0.2,0.0077972029692171,-0.5228787452803375,-2.1025266998648395
ARSD,ENSG00000006756,,37.4,0.0405887236627332,1.5740312677277188,-1.3905259330252049
PNPLA4,ENSG00000006757,,37.4,0.153448929833758,1.5740312677277188,-0.8137532060454856
MYH13,ENSG00000006788,,0.0,3.7697497240086056e-05,-1.0,-3.861073953313868
ADIPOR2,ENSG00000006831,,77.7,0.037400678919974,1.890979596989689,-1.4259608696448325
CDKL3,ENSG00000006837,,0.6,0.0314968607256454,-0.1549019599857432,-1.50035606413018
UPP2,ENSG00000007001,,22.3,0.0141174892758286,1.3502480183341627,-1.847177090661532
PRSS21,ENSG00000007038,,0.1,0.0021663849562006,-0.6989700043360187,-2.6446663212359205
MARK4,ENSG00000007047,,12.4,0.0297060170928845,1.0969100130080565,-1.5256960538281052
PROM1,ENSG00000007062,,1.7,0.031923518832461,0.255272505103306,-1.4945309483206684
CCDC124,ENSG00000007080,,82.0,0.1356756174096582,1.9143431571194407,-0.8671782136725252
CEACAM21,ENSG00000007129,,1.1,0.0209140259032943,0.0791812460476248,-1.6774907367377263
PAFAH1B1,ENSG00000007168,,28.1,0.0844387620436711,1.4502491083193612,-1.0729441161182958
NOS2,ENSG00000007171,,0.1,0.0023290754931276,-0.6989700043360187,-2.614558987566524
DNAH9,ENSG00000007174,,0.1,0.0012965281511419,-0.6989700043360187,-2.8549503053891407
BLTP2,ENSG00000007202,,17.4,0.7301223706876909,1.2430380486862944,-0.1365448663775263
SLC13A2,ENSG00000007216,,0.7,0.0001756491927701,-0.0969100130080564,-3.559643275000437
GAS7,ENSG00000007237,,2.1,0.0156495906844782,0.3424226808222063,-1.8027307285907237
TRAPPC6A,ENSG00000007255,,58.2,0.0563378595929935,1.765668554759014,-1.2484294652326906
MATK,ENSG00000007264,,3.1,0.0207865212029177,0.505149978319906,-1.6801338887984645
CEACAM7,ENSG00000007306,,0.1,0.0002197322864676,-0.6989700043360187,-3.4952135065912
CD79B,ENSG00000007312,,3.1,0.0228131631019772,0.505149978319906,-1.6399149534596218
SCN4A,ENSG00000007314,,0.1,0.0003780145079004,-0.6989700043360187,-3.320558922204884
ST7L,ENSG00000007341,,3.9,0.0727294627740007,0.6020599913279624,-1.1376928936039823
TKTL1,ENSG00000007350,,0.2,0.0001095484938016,-0.5228787452803375,-3.678715456452683
PAX6,ENSG00000007372,,0.0,0.0003439712840239,-1.0,-3.352645119059414
RPUSD1,ENSG00000007376,,14.9,0.2113207673568145,1.1760912590556811,-0.6748523552240087
CACNA2D2,ENSG00000007402,,0.3,0.0005355284809423,-0.3979400086720376,-3.196864981948812
BAIAP3,ENSG00000007516,,8.2,0.0439185308414946,0.919078092376074,-1.3563644565141455
TSR3,ENSG00000007520,,58.5,0.4647058109626128,1.7678976160180906,-0.332728451071207
PIGQ,ENSG00000007541,,17.8,0.154336706932352,1.252853030979893,-0.8112494674491519
CRAMP1,ENSG00000007545,,6.1,0.0336041809193523,0.7923916894982538,-1.472316222642617
TEAD3,ENSG00000007866,,11.1,0.0036385028667969,1.0492180226701815,-2.42730228198705
SELE,ENSG00000007908,,6.5,0.0208460703699487,0.8195439355418687,-1.678897441753716
DNAJC11,ENSG00000007923,,20.3,0.0470822143371449,1.3096301674258988,-1.3262216808341392
FMO3,ENSG00000007933,top500,1050.2,0.9428658008744278,3.021313365484695,-0.0255040578044011
MYLIP,ENSG00000007944,,4.4,0.1362146110461124,0.6532125137753437,-0.8654575912921465
NOX1,ENSG00000007952,,0.0,0.0009725246614767,-1.0,-2.969592712924022
E2F2,ENSG00000007968,,0.3,0.0899760897013098,-0.3979400086720376,-1.0453904752680845
SYN1,ENSG00000008056,,2.7,0.0027773751821615,0.4471580313422192,-2.541003506577137
JARID2,ENSG00000008083,,3.4,0.0491240107669518,0.5440680443502757,-1.3078230029251623
CDKL5,ENSG00000008086,,1.1,0.0147961035214209,0.0791812460476248,-1.8269273181950612
CAMK1G,ENSG00000008118,,0.3,4.615500532061179e-05,-0.3979400086720376,-3.8351863069168832
CDK11A,ENSG00000008128,,26.5,0.0391343917229329,1.424881636631067,-1.406333076160945
NADK,ENSG00000008130,,127.3,0.2891482202488115,2.1051694279993316,-0.538729304592283
TFAP2B,ENSG00000008196,,0.0,4.220232497868136e-05,-1.0,-3.847093302923008
TFAP2D,ENSG00000008197,,0.0,1.5347570492497668e-05,-1.0,-3.9379915483714414
DLEC1,ENSG00000008226,,0.1,0.0003428678094625,-0.6989700043360187,-3.353725885939849
CYTH3,ENSG00000008256,,4.1,0.0103443684197228,0.6232492903979003,-1.9811178170644708
ADAM22,ENSG00000008277,,0.1,0.0098752852645897,-0.6989700043360187,-2.0010746758852505
SYPL1,ENSG00000008282,,62.5,0.2232667212981657,1.7965743332104296,-0.6509815305630836
CYB561,ENSG00000008283,,20.6,0.1993849815591756,1.3159703454569178,-0.700089795072444
SPAG9,ENSG00000008294,,30.8,0.1511035838554593,1.4899584794248346,-0.8204379149842558
CELSR3,ENSG00000008300,,0.1,0.0033559191819628,-0.6989700043360187,-2.4614364222226555
AASS,ENSG00000008311,,46.8,0.1613237721358082,1.6711728427150832,-0.7920325083551173
PLEKHG6,ENSG00000008323,,3.2,0.0747272072261068,0.5185139398778875,-1.1259404636360455
SS18L2,ENSG00000008324,,22.9,0.0583240090633723,1.3617278360175928,-1.2334086449940835
MPND,ENSG00000008382,,45.2,0.0892842630937597,1.656098202012832,-1.048738935937198
MGST1,ENSG00000008394,top500,2898.8,1.4830608550661817,3.462233234259016,0.1711882546556705
CRY1,ENSG00000008405,,12.6,0.0703274006482615,1.1038037209559568,-1.152258340358895
PGLYRP1,ENSG00000008438,,2.5,0.0029398320882654,0.414973347970818,-2.517150404928674
NFIX,ENSG00000008441,,20.5,0.0930365289359016,1.3138672203691537,-1.0308799516306273
ST3GAL1,ENSG00000008513,,63.2,0.0571604023813161,1.8014037100173552,-1.2421456044218042
MMP25,ENSG00000008516,,2.6,0.0036093307904061,0.4313637641589873,-2.430704435465626
IL32,ENSG00000008517,top500,830.9,0.4962621279644945,2.919601023784111,-0.3042013622327206
PKD1,ENSG00000008710,,5.9,0.1511636775632227,0.7781512503836436,-0.8202653451272753
MED24,ENSG00000008838,,24.0,0.1295536476344374,1.3820170425748683,-0.8872152604200906
RHOBTB2,ENSG00000008853,,1.2,0.0132883653773433,0.1139433523068367,-1.8732724439689716
HEATR5B,ENSG00000008869,,8.3,0.0475139590905903,0.9242792860618816,-1.3222657055301017
SEC62,ENSG00000008952,,181.1,0.0707032130134981,2.2581581933407944,-1.1499470338021676
RPS20,ENSG00000008988,top500,1905.2,4.754984309022974,3.2799633674587367,0.6771582215087332
CSDE1,ENSG00000009307,,210.5,0.1008474953771299,2.3234583668494677,-0.99590445192971
UBE3C,ENSG00000009335,,21.7,0.0587607759658677,1.3384564936046048,-1.230174016863096
REV3L,ENSG00000009413,,3.0,0.0663650190381817,0.4913616938342727,-1.177406866513759
TENM1,ENSG00000009694,,7.4,0.0019591350083866,0.8750612633917001,-2.6863151776776935
PAX7,ENSG00000009709,,0.0,1.9077078802342724e-05,-1.0,-3.924171828002339
MASP2,ENSG00000009724,top500,452.9,2.6359505360689,2.656098202012832,0.4209537319179812
IYD,ENSG00000009765,,31.4,0.0165146531595057,1.4983105537896004,-1.7795087204391382
FAM76A,ENSG00000009780,,11.1,0.0175975974286569,1.0492180226701815,-1.752085688118389
TRAF3IP3,ENSG00000009790,middle500,5.3,0.0198310930550341,0.7323937598229685,-1.700468883198529
POMT2,ENSG00000009830,,2.8,0.0409974899268057,0.4623979978989561,-1.3861847023143596
VTA1,ENSG00000009844,,42.4,0.0401390838738959,1.6283889300503116,-1.3953519154531442
MLXIPL,ENSG00000009950,top500,546.1,0.7603551479445829,2.7373516958037145,-0.1189263957787662
BAZ1B,ENSG00000009954,,22.6,0.0584290016758603,1.3560258571931227,-1.23262888354621
RANBP9,ENSG00000010017,,24.7,0.0559079344629935,1.3944516808262162,-1.2517504435402438
ETV7,ENSG00000010030,,2.7,0.0068837194668991,0.4471580313422192,-2.155913214380478
SPRTN,ENSG00000010072,middle500,4.8,0.0906550002914463,0.6901960800285136,-1.0421294374857002
METTL13,ENSG00000010165,,9.8,0.0520192678184224,0.99563519459755,-1.2830016939696685
DYRK4,ENSG00000010219,,3.9,0.0404703308222423,0.6020599913279624,-1.3917914509180909
ZNF207,ENSG00000010244,,58.9,0.2290513960565925,1.7708520116421442,-0.6398774925635208
UQCRC1,ENSG00000010256,,187.8,0.516908795555262,2.2739267801005254,-0.2865020684561099
STARD3NL,ENSG00000010270,,16.1,0.0438141609180265,1.209515014542631,-1.3573954110366926
CD9,ENSG00000010278,,74.1,0.062534345302268,1.8704039052790271,-1.2031874577648456
HHATL,ENSG00000010282,,0.3,0.0014381287823535,-0.3979400086720376,-2.8130073009949044
NCAPD2,ENSG00000010292,middle500,5.1,0.790661290074015,0.7160033436347991,-0.1019545987396603
IFFO1,ENSG00000010295,middle500,5.4,0.1545274432158555,0.7403626894942439,-0.8107134251686031
GIPR,ENSG00000010310,,0.7,0.0039716613329441,-0.0969100130080564,-2.390228352319203
PHF7,ENSG00000010318,middle500,4.7,0.0754079973658929,0.6812412373755872,-1.1220070480007531
SEMA3G,ENSG00000010319,,1.2,0.0135140417478693,0.1139433523068367,-1.8660129219522616
NISCH,ENSG00000010322,,44.0,0.0153263279006485,1.6444385894678386,-1.8117374415506535
STAB1,ENSG00000010327,,96.8,1.239639272453844,1.9863237770507651,0.0933303590004479
FUZ,ENSG00000010361,,6.8,0.1538139375996353,0.8388490907372553,-0.8127220510681958
SLC6A13,ENSG00000010379,,36.8,0.0038819521340312,1.5670263661590604,-2.399903964813648
IDS,ENSG00000010404,,14.8,0.1182834853592052,1.173186268412274,-0.9267088779983276
PRSS3,ENSG00000010438,,12.6,0.022964498316021,1.1038037209559568,-1.637055987444325
ZNF200,ENSG00000010539,,3.7,0.0512404471779417,0.5797835966168102,-1.2895403529207747
CD4,ENSG00000010610,,143.1,0.01766748637324,2.1559430179718366,-1.7503740089672255
LRRC23,ENSG00000010626,,2.4,0.029300249507802,0.3979400086720376,-1.531648983893904
BTK,ENSG00000010671,,4.4,0.1017619369191983,0.6532125137753437,-0.9919880699100668
HFE,ENSG00000010704,,14.3,0.0070761632233512,1.1583624920952498,-2.1441076917317226
SCMH1,ENSG00000010803,,8.9,0.0851181865801148,0.9542425094393248,-1.0694677117059594
FYN,ENSG00000010810,,18.7,0.0390442985252053,1.2741578492636798,-1.4073314851861165
HIVEP2,ENSG00000010818,,7.4,0.0264947199179889,0.8750612633917001,-1.5752045790870526
FMO1,ENSG00000010932,,2.8,0.0200939700572299,0.4623979978989561,-1.6947782920294323
ELOA,ENSG00000011007,,25.2,0.0415528264530775,1.403120521175818,-1.3803555231569284
LYPLA2,ENSG00000011009,,85.1,0.5296164710631145,1.9304395947667,-0.2759565228533245
CLCN6,ENSG00000011021,,12.8,0.0285133727017138,1.110589710299249,-1.5434309482270996
MRC2,ENSG00000011028,,3.1,0.049845433171606,0.505149978319906,-1.3015042159273609
NME1-NME2,ENSG00000011052,,8.0,0.0683079968715589,0.9084850188786496,-1.1648931264350515
SLC6A7,ENSG00000011083,,0.0,8.877218117229662e-05,-1.0,-3.72406200608421
TSPAN9,ENSG00000011105,,53.8,0.0195722796316495,1.7315887651867388,-1.7061453109458735
BTBD7,ENSG00000011114,,2.6,0.1270948780046784,0.4313637641589873,-0.8955303768880142
APBA3,ENSG00000011132,,9.7,0.1469675377605741,0.9912260756924948,-0.8324831785796362
MKS1,ENSG00000011143,,3.8,0.0654934791985088,0.5910646070264992,-1.1831393327107094
ABHD5,ENSG00000011198,,20.3,0.5213782346954765,1.3096301674258988,-0.2827638133139846
ANOS1,ENSG00000011201,,0.8,0.0035207255244418,-0.0457574905606751,-2.4412043964032137
AKAP8L,ENSG00000011243,,14.9,0.0355589167332635,1.1760912590556811,-1.4478318542036233
MBTD1,ENSG00000011258,,9.2,0.0587730085084468,0.968482948553935,-1.2300837704519303
UTP18,ENSG00000011260,,20.9,0.0850500417611782,1.3222192947339193,-1.0698151347049645
RNF216,ENSG00000011275,,9.2,0.0191450499002316,0.968482948553935,-1.7156809584915969
TTC19,ENSG00000011295,,10.0,0.1364202374648444,1.0043213737826426,-0.8648029649760103
PTBP1,ENSG00000011304,,111.5,1.0387379631125748,2.04766419460156,0.016547812028743
DPF1,ENSG00000011332,,0.0,0.0012208441155836,-1.0,-2.8791484342678504
SYT7,ENSG00000011347,,79.3,0.0011631719151045,1.899820502427096,-2.8985375388347308
LARS2,ENSG00000011376,,8.7,0.0112610714099133,0.9444826721501686,-1.9445807103968291
PIK3C2A,ENSG00000011405,,13.3,0.187883350721164,1.1271047983648077,-0.7258806135561073
PLAUR,ENSG00000011422,,18.5,0.0162402762131602,1.2695129442179165,-1.786740606503883
ANLN,ENSG00000011426,,1.1,0.124850889118448,0.0791812460476248,-0.9032606491985004
WIZ,ENSG00000011451,,20.1,0.0678768761007227,1.305351369446624,-1.167638797437444
RABGAP1,ENSG00000011454,,10.9,0.0455325407246137,1.0413926851582251,-1.3407253499439498
