gene,upstream_bp,downstream_bp,window_length_bp,outside_n_seeds,outside_mean_retention,outside_median_retention,outside_sd_retention,outside_min_retention,outside_max_retention,outside_fraction_seeds_ge_0p7,inside_n_seeds,inside_mean_retention,inside_median_retention,inside_sd_retention,inside_min_retention,inside_max_retention,inside_fraction_seeds_ge_0p7,contains_full_minor_motif,passes_mean_criterion,passes_median_criterion
CELSR2,175.0,139.0,315.0,8,0.4142586195017294,0.39167113296674594,0.0794414387611226,0.3310530408329989,0.5438465557634223,0.0,8,0.007920517129116835,0.0050907248828005805,0.0067654675503886754,0.0018980085493651214,0.018884036262269848,0.0,True,False,False
CELSR2,175.0,140.0,316.0,8,0.435918304467774,0.42570715590952407,0.09157360785004319,0.317942323065742,0.5789024897284484,0.0,8,0.007380512718666403,0.003536340305836364,0.007301981114318728,0.0010649669371796645,0.018871289146210588,0.0,True,False,False
CELSR2,175.0,141.0,317.0,8,0.4337366222328437,0.4137284623842779,0.09638265747417829,0.317942323065742,0.5681927654880812,0.0,8,0.007939274957729812,0.007327716796968288,0.00587722647828386,0.0009530916032481759,0.017224341806236717,0.0,True,False,False
CELSR2,175.0,142.0,318.0,8,0.4521562863003767,0.4383579710543899,0.08583767129472397,0.34653051300626186,0.5784333744916308,0.0,8,0.009152322065061514,0.005543398569098544,0.010335678244666429,0.0007731190465902302,0.028316048925581358,0.0,True,False,False
CELSR2,175.0,143.0,319.0,8,0.45529850106853076,0.431524908785571,0.07785693380173639,0.37157991381718275,0.5904052883335448,0.0,8,0.007685154340667882,0.006271139848294689,0.006678471508816075,0.000827378207314525,0.021300377410839334,0.0,True,False,False
CELSR2,175.0,144.0,320.0,8,0.45840640634761404,0.4432758554495607,0.08241225304641239,0.36376042458865265,0.5956119542227765,0.0,8,0.014768890350344425,0.01397353216220397,0.006064012574175709,0.0067003983581152395,0.024515326042233103,0.0,True,False,False
CELSR2,175.0,145.0,321.0,8,0.45869874245500936,0.4523348605013808,0.07742870708300513,0.364929717991533,0.5915223377881058,0.0,8,0.009042943095410745,0.002950086435452863,0.011391173005535212,0.0006986908665384809,0.033678061619377114,0.0,True,False,False
CELSR2,175.0,146.0,322.0,8,0.45840001296355976,0.46329711904346965,0.07994982937497846,0.35130366901614823,0.5915223377881058,0.0,8,0.011805550848741908,0.008160549657706406,0.009645635772072529,0.0013127514027159281,0.025846066282436016,0.0,True,False,False
CELSR2,175.0,147.0,323.0,8,0.4508024354768315,0.4402136609040066,0.08122622991611235,0.35130366901614823,0.5878286746306255,0.0,8,0.011764582152717824,0.007428940098992833,0.00911478185720987,0.0031527242806349927,0.025846066282436016,0.0,True,False,False
CELSR2,175.0,148.0,324.0,8,0.44969711343541385,0.44205916540627993,0.0768075078572235,0.35130366901614823,0.5878286746306255,0.0,8,0.011371482374672205,0.0077861652898439816,0.008993368000079051,0.0031527242806349927,0.03063380339183099,0.0,True,False,False
CELSR2,175.0,149.0,325.0,8,0.4531899126248837,0.4298274242822808,0.07471006541851027,0.3693328576856205,0.5981445005599665,0.0,8,0.011914522123791708,0.011279373693263484,0.010851072739540371,0.0002273020555783621,0.03055014830837051,0.0,True,False,False
CELSR2,175.0,150.0,326.0,8,0.44631996741890345,0.4423525316544715,0.06854492113478662,0.3388440786336611,0.5522383532084638,0.0,8,0.014412657358977768,0.014436854399275069,0.009676205909174753,0.0002273020555783621,0.03055014830837051,0.0,True,False,False
CELSR2,175.0,151.0,327.0,8,0.4358506278564127,0.42533623400112186,0.07391342425063839,0.3388440786336611,0.5685240795566682,0.0,8,0.01226617765687699,0.012266444361575186,0.008579055553089165,0.0006781560823351587,0.026137079696193548,0.0,True,False,False
CELSR2,175.0,152.0,328.0,8,0.42547659672816157,0.4137067308652364,0.07543974219956927,0.3335321649664083,0.5522849583494166,0.0,8,0.011760588266871326,0.011738263626015679,0.008712037575734712,0.000859132773617265,0.025483417787871988,0.0,True,False,False
CELSR2,175.0,153.0,329.0,8,0.42433812408116606,0.4132116065150935,0.06930710282962681,0.3426952039519993,0.5325169363059323,0.0,8,0.01110286182302155,0.00957350775868482,0.010952253396995076,0.0008206679445587047,0.03285252723191467,0.0,True,False,False
CELSR2,175.0,154.0,330.0,8,0.42546943250345776,0.40913366984518357,0.07733789323655717,0.3417222594440416,0.5624300300608657,0.0,8,0.010916215672777308,0.008991711688171512,0.009862950126999491,0.0011139595718583065,0.027399809548321333,0.0,True,False,False
CELSR2,175.0,155.0,331.0,8,0.4131000514211609,0.4051924940233599,0.07479769287979716,0.2946490038719817,0.5331310270245255,0.0,8,0.014754668905796587,0.011411554604247854,0.013998827625067347,0.0011139595718583065,0.043734164111907003,0.0,True,False,False
CELSR2,175.0,156.0,332.0,8,0.4213535610493767,0.43804518322066444,0.052244679850793174,0.33356966723817666,0.4894174601288505,0.0,8,0.01000394059018856,0.007612105865082076,0.012200807906583965,6.978343052534476e-05,0.03800465127781637,0.0,True,False,False
CELSR2,175.0,157.0,333.0,8,0.4238919044444273,0.4320123193412539,0.0695740171375105,0.3060694011558605,0.5164988626069305,0.0,8,0.013476839898444618,0.011668698213288264,0.0067512402429689,0.005946339827421157,0.02369069706286425,0.0,True,False,False
CELSR2,175.0,158.0,334.0,8,0.4447268956451447,0.4476196468700454,0.07960113732173352,0.3298819963295422,0.5437834951229201,0.0,8,0.00887851811267253,0.0056190904651844745,0.008613614617920436,0.0006316975901789866,0.02729383598714857,0.0,True,False,False
CELSR2,175.0,159.0,335.0,8,0.44143132665203333,0.43797320517311644,0.0780295211391332,0.3298819963295422,0.5437834951229201,0.0,8,0.00956181404506636,0.005827932774212076,0.009252576152860938,0.0005312579609940462,0.02729383598714857,0.0,True,False,False
CELSR2,175.0,160.0,336.0,8,0.4364417836038686,0.4476428698677044,0.06979291033909092,0.32708293319009646,0.5374863891039221,0.0,8,0.011081673252868917,0.010405635906233288,0.008646580886649645,0.0009813597466831823,0.028736976818460484,0.0,True,False,False
CELSR2,176.0,105.0,282.0,8,0.36851587608396696,0.36443299958618236,0.07219635491715277,0.25784702013421834,0.45768273633791945,0.0,8,0.014383667313026625,0.01319972080169272,0.0070526680443357415,0.006867409357306648,0.02776320189584845,0.0,True,False,False
CELSR2,176.0,106.0,283.0,8,0.3703546603829152,0.35724125498654463,0.07214170993718239,0.2669735050175065,0.45768273633791945,0.0,8,0.012186917429745099,0.00955159937814656,0.007837915364133983,0.002190052108713599,0.02499489456806388,0.0,True,False,False
CELSR2,176.0,107.0,284.0,8,0.3937872497389061,0.40583038364477364,0.08493139484012915,0.26481033661235237,0.4888486538224408,0.0,8,0.014549791810348137,0.013675119800630475,0.00911369930345646,0.0033536694041196506,0.027384943319400775,0.0,True,False,False
CELSR2,176.0,108.0,285.0,8,0.36865262693192025,0.3615452364013718,0.06748415671739194,0.26481033661235237,0.45431838138315883,0.0,8,0.011871915240390753,0.010859195768325513,0.0075906276079377045,0.0023531372155180265,0.024734743787442514,0.0,True,False,False
CELSR2,176.0,109.0,286.0,8,0.34511805051795985,0.32378851549448423,0.07370320033007616,0.23275690271924818,0.4340416168955902,0.0,8,0.010761076499040125,0.009080253975903507,0.010810312801826092,0.0006014239219408207,0.03503366007295224,0.0,True,False,False
CELSR2,176.0,110.0,287.0,8,0.35331234218313917,0.33859726481553626,0.06716944193003652,0.23275690271924818,0.4372979389798699,0.0,8,0.011030930753288351,0.009966901527400644,0.007643953107464806,9.559859458311957e-05,0.022852446394727926,0.0,True,False,False
CELSR2,176.0,111.0,288.0,8,0.3474455078273573,0.3232191147400919,0.0691774481642721,0.24240577713313247,0.4372979389798699,0.0,8,0.010412041588880193,0.010497100647904227,0.007646982242551573,0.000878169460547099,0.023352546896617612,0.0,True,False,False
CELSR2,176.0,112.0,289.0,8,0.3503356262432957,0.3551432217030158,0.068987323178937,0.22793203257211783,0.4428347439183558,0.0,8,0.011758182793991582,0.009818251958287416,0.006958128498153934,0.004809935802807949,0.023352546896617612,0.0,True,False,False
CELSR2,176.0,113.0,290.0,8,0.35520864328863005,0.3360139210663111,0.06282970093239015,0.2591671192222535,0.4330440817356276,0.0,8,0.013432007156636323,0.009933434742294345,0.013266594159021858,0.00039455094837308066,0.04121887305817272,0.0,True,False,False
CELSR2,176.0,114.0,291.0,8,0.3538853951288755,0.3463954102687191,0.06261027019228521,0.24509952452773884,0.4637483195412692,0.0,8,0.011252035384049315,0.010713309974795224,0.009286714995149898,0.0007915373447704905,0.025865507784834874,0.0,True,False,False
CELSR2,176.0,115.0,292.0,8,0.3852695247968757,0.3463954102687191,0.1139637360186901,0.2663862589767396,0.6401144285488202,0.0,8,0.01032326992731588,0.012159775743930215,0.007784843240555315,0.0007915373447704905,0.018152318584569466,0.0,True,False,False
CELSR2,176.0,116.0,293.0,8,0.3641481493154026,0.3435427829827805,0.07406311078777743,0.28061108620154485,0.4860225253454253,0.0,8,0.010901589156231026,0.009065482253907905,0.0080551901284022,0.0010603201552536249,0.023303866665488296,0.0,True,False,False
CELSR2,176.0,117.0,294.0,8,0.35816143372005427,0.32918257645648175,0.07711420869864871,0.27539774260492556,0.48552748576391924,0.0,8,0.011256461319544539,0.010667972867414052,0.006384532738007946,0.003714743171634267,0.022919383813925984,0.0,True,False,False
CELSR2,176.0,118.0,295.0,8,0.34972894595943516,0.3330142932586506,0.07563629482188908,0.24964887381699083,0.484555998134471,0.0,8,0.008713057982327369,0.0046874157180598515,0.00905833453212644,0.0005732083744234505,0.022078576750796313,0.0,True,False,False
CELSR2,176.0,119.0,296.0,8,0.3459260160080406,0.3239968188117884,0.077709329390127,0.24964887381699083,0.484555998134471,0.0,8,0.007283746299523327,0.00347601054348487,0.008453100654884551,1.6922596788248948e-06,0.022078576750796313,0.0,True,False,False
CELSR2,176.0,120.0,297.0,8,0.3497509253880644,0.33280925044744586,0.07586227320042974,0.2510456194897166,0.484555998134471,0.0,8,0.00696343883373416,0.004968616789943538,0.006958961424335016,1.6922596788248948e-06,0.015786981790958922,0.0,True,False,False
CELSR2,176.0,121.0,298.0,8,0.35584335390532595,0.3516758539889978,0.07325608454435668,0.24969102096670265,0.484555998134471,0.0,8,0.01593961281870436,0.011434657218309826,0.014614693852195909,0.0005732083744234505,0.043395413313213026,0.0,True,False,False
CELSR2,176.0,122.0,299.0,8,0.3537078192694698,0.3488143463021962,0.07180394505589086,0.2435356716041619,0.4846992790136461,0.0,8,0.009483147127310475,0.009009646635686113,0.007537315249956503,3.280383758054336e-05,0.022285633500734925,0.0,True,False,False
CELSR2,176.0,123.0,300.0,8,0.3524540679439357,0.34866322811947215,0.06847695499477603,0.23976720217304598,0.46686402390594905,0.0,8,0.009546904172070202,0.00998116796377253,0.005681556417901825,0.0013382612734902646,0.017182706220959954,0.0,True,False,False
CELSR2,176.0,124.0,301.0,8,0.35012399937721594,0.33761683135533915,0.06733407123584954,0.2800457505568264,0.45954623701582487,0.0,8,0.013397146960581946,0.011105347804889448,0.010021632715070195,0.0011545200148096082,0.02612116106003839,0.0,True,False,False
CELSR2,176.0,125.0,302.0,8,0.36581077503688864,0.35654100806463174,0.06406204010751608,0.28263874325738986,0.4720749640000768,0.0,8,0.010401686078264836,0.009555326299635207,0.008442001722923607,0.0004996485054289436,0.022784447918588135,0.0,True,False,False
CELSR2,176.0,126.0,303.0,8,0.3674656452624679,0.35584170998588327,0.06608641294060762,0.28263874325738986,0.46604187163766586,0.0,8,0.00844425786700385,0.008227316094517097,0.007409098487655939,0.0009564665137002357,0.02253140168790805,0.0,True,False,False
CELSR2,176.0,127.0,304.0,8,0.3846657284123302,0.36211924773875553,0.0741982031040189,0.30691716286657106,0.5120665088017818,0.0,8,0.013730580631943854,0.0119042325339552,0.010539381993676494,0.003728752020431201,0.03483470160385447,0.0,True,False,False
CELSR2,176.0,128.0,305.0,8,0.3870029771311023,0.38056647851862113,0.0694262502191545,0.30066381752166155,0.49869080994079323,0.0,8,0.013658246011840673,0.010257606380406303,0.011214344387898282,0.002023889211684496,0.03483470160385447,0.0,True,False,False
CELSR2,176.0,129.0,306.0,8,0.39075115862792964,0.38410058441946193,0.08074142692554206,0.2756241259297418,0.5049286923763671,0.0,8,0.011966849700439477,0.007029930308233331,0.011233823316221955,0.003690043149976494,0.03483470160385447,0.0,True,False,False
CELSR2,176.0,130.0,307.0,8,0.40858071139988,0.4100672279452289,0.07963857011864656,0.28821471298730517,0.5039238712693419,0.0,8,0.013605525064877616,0.009818899225588767,0.01085941352775848,0.003070476140274896,0.03483470160385447,0.0,True,False,False
CELSR2,176.0,131.0,308.0,8,0.4091415165314763,0.40679948292792945,0.07989166016181823,0.28821471298730517,0.5043985863770795,0.0,8,0.013034993620493379,0.009500722728204436,0.009894147997742336,0.003070476140274896,0.031080905652606742,0.0,True,False,False
CELSR2,176.0,132.0,309.0,8,0.41850598930604976,0.40679948292792945,0.07602625217326829,0.3247780030052644,0.5175449123669182,0.0,8,0.011615662025721066,0.007813992841309257,0.010542124583698595,0.002905384072200235,0.030526579181879253,0.0,True,False,False
CELSR2,176.0,133.0,310.0,8,0.4105210881082022,0.4034330205638739,0.07435430694546379,0.31465107556885274,0.5107349325241219,0.0,8,0.012159322583488914,0.009318649761518144,0.009434904391338976,0.0036236201297851285,0.030526579181879253,0.0,True,False,False
CELSR2,176.0,134.0,311.0,8,0.4249144721468455,0.42237283794259184,0.06827324335437171,0.3059686221104822,0.523687317000691,0.0,8,0.009738842131642896,0.006622502369523109,0.009983381966404444,0.0016782816801231306,0.03040863907842068,0.0,True,False,False
CELSR2,176.0,135.0,312.0,8,0.44524954468802436,0.4206021399219776,0.10333894632517546,0.3250458085472959,0.6508241120519889,0.0,8,0.012287924124145429,0.008642620369134308,0.009403244096599175,0.0008731576344192042,0.03040863907842068,0.0,True,False,False
CELSR2,176.0,136.0,313.0,8,0.44440826172927184,0.4206021399219776,0.10625816922213945,0.32723457289854563,0.6441825347111327,0.0,8,0.010458293292088059,0.00819597194934241,0.004832462892177307,0.005004919286464613,0.016948025329566425,0.0,True,False,False
CELSR2,176.0,137.0,314.0,8,0.4387496515280032,0.4309196807428956,0.07725604337833773,0.3525043664611571,0.5531562373691765,0.0,8,0.014064541716813133,0.014360801358331465,0.0041440731731297,0.008094999490640804,0.021021970268416592,0.0,True,False,False
CELSR2,176.0,138.0,315.0,8,0.4478162466402906,0.4302799677881816,0.08504739319442249,0.35623117561088763,0.59458170492503,0.0,8,0.013522033036296595,0.014730293159301877,0.005018901287860222,0.0062051668648533485,0.021021970268416592,0.0,True,False,False
CELSR2,176.0,139.0,316.0,8,0.4241146561135039,0.406794103333574,0.07763464490104567,0.338076713994765,0.5388963786018764,0.0,8,0.010933527363522018,0.009481086527509692,0.006385004936587865,0.004147540118941639,0.01947755360655624,0.0,True,False,False
CELSR2,176.0,140.0,317.0,8,0.4388043267626614,0.4353040581326585,0.09864554713629711,0.317942323065742,0.6111194340791871,0.0,8,0.009366309324455993,0.007666107435628351,0.007161929147923027,0.0012031649924618103,0.018915377484205968,0.0,True,False,False
CELSR2,176.0,141.0,318.0,8,0.4376615193974555,0.4237920117460352,0.10016135934207004,0.317942323065742,0.5885620480478999,0.0,8,0.009095454787035587,0.007786936783941127,0.00757950348445976,0.00037898415259581133,0.022605069625385416,0.0,True,False,False
CELSR2,176.0,142.0,319.0,8,0.4572551278150462,0.44507329080474156,0.08852049472191142,0.34653051300626186,0.5954064144684456,0.0,8,0.008357229158956099,0.005689155506898426,0.009237126325571771,0.00042593601904022276,0.028316048925581358,0.0,True,False,False
CELSR2,176.0,143.0,320.0,8,0.45958683976470355,0.4390242758512115,0.08404948396021063,0.365694179576118,0.5882232204828222,0.0,8,0.005619232729358597,0.003907771726874527,0.005198320956451734,0.00042593601904022276,0.014500501610683357,0.0,True,False,False
CELSR2,176.0,144.0,321.0,8,0.4653912871360743,0.44374675561532045,0.0845455866200649,0.36042007933335296,0.5840369038244264,0.0,8,0.009669505923918032,0.008367248151338012,0.007753660072355886,0.00042593601904022276,0.02150699102980153,0.0,True,False,False
CELSR2,176.0,145.0,322.0,8,0.46543822319337746,0.4497981447720668,0.08020681369588904,0.3667789608246998,0.5813970357068367,0.0,8,0.016968827784295145,0.016696494331615498,0.011383988871554321,0.004367706134876897,0.033678061619377114,0.0,True,False,False
CELSR2,176.0,146.0,323.0,8,0.46660930041274196,0.46378705060728376,0.08527498390208818,0.3545643815942928,0.5813970357068367,0.0,8,0.010766295460039056,0.007001373466129604,0.008622612075344536,0.002999395647605979,0.025846066282436016,0.0,True,False,False
CELSR2,176.0,147.0,324.0,8,0.4523844766882705,0.4312449729322168,0.0864909527295004,0.3545643815942928,0.574070497280825,0.0,8,0.011952487056177897,0.009411639050025436,0.008108760652612755,0.0027071170892084906,0.025846066282436016,0.0,True,False,False
CELSR2,176.0,148.0,325.0,8,0.4544354982989078,0.4363269554042155,0.07899695694791933,0.3545643815942928,0.574070497280825,0.0,8,0.011115926050374902,0.008703990708574461,0.009809877562108132,0.0026168560395473674,0.03063380339183099,0.0,True,False,False
CELSR2,176.0,149.0,326.0,8,0.4585429133245431,0.4363269554042155,0.07759486931890731,0.3704259340598324,0.6028926331133218,0.0,8,0.012851408383715653,0.010628412720912158,0.009201658908866909,0.0026168560395473674,0.03055014830837051,0.0,True,False,False
CELSR2,176.0,150.0,327.0,8,0.451371060181282,0.4370535309176903,0.06782024727372823,0.3565337816215728,0.5491609395621245,0.0,8,0.011923227214770364,0.009038288876082701,0.009156067034919313,0.001751902517924918,0.03055014830837051,0.0,True,False,False
CELSR2,176.0,151.0,328.0,8,0.44579255835645304,0.4367966238760397,0.07276749611803515,0.3565337816215728,0.5583090136986596,0.0,8,0.008467967327361901,0.007611042395274353,0.008089057298141886,0.000593110361121936,0.026137079696193548,0.0,True,False,False
CELSR2,176.0,152.0,329.0,8,0.42670947563003814,0.41365827220822127,0.07223963353568259,0.3335321649664083,0.5379854028522106,0.0,8,0.010309816933212037,0.009296674623241121,0.008840088036312602,0.001266987856796661,0.025483417787871988,0.0,True,False,False
CELSR2,176.0,153.0,330.0,8,0.43332394070262953,0.42651490505378314,0.07256005425718456,0.34350992525537316,0.53888213459089,0.0,8,0.009646448110969808,0.006099349101913614,0.010918694846287165,0.0001408344730992093,0.03285252723191467,0.0,True,False,False
CELSR2,176.0,154.0,331.0,8,0.4240301211150799,0.4112885302352467,0.07405705485610951,0.3417222594440416,0.53425058571431,0.0,8,0.016130056006602205,0.016230061306841896,0.008058503197792314,0.0029714737745608717,0.027399809548321333,0.0,True,False,False
